Key,Name,ballotpedia_id,Party,District,Status,Date Declared,Retiring,Seeking other Office,Running Senate,Cooke,Inside,Sabato
990,Sharon E. Clahchischilliage,https://ballotpedia.org/Sharon_E._Clahchischilliage,Republican,U.S. House New Mexico District 3,Candidacy Declared,"Sep 14, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
991,Teresa Leger Fernandez,https://ballotpedia.org/Teresa_Leger_Fernandez,Democratic,U.S. House New Mexico District 3,Candidacy Declared,"Aug 16, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
992,Kevin Hern,https://ballotpedia.org/Kevin_Hern,Republican,U.S. House Oklahoma District 1,Candidacy Declared,"Jul 24, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
993,Dennis Baker,https://ballotpedia.org/Dennis_Baker,Democratic,U.S. House Oklahoma District 1,Candidacy Declared,"May 2, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
994,Sarah Gray,https://ballotpedia.org/Sarah_Gray,Democratic,U.S. House Oklahoma District 1,Candidacy Declared,"Nov 21, 2022",No,No,No,Solid Republican,Solid Republican,Safe Republican
995,Mark Sanders,https://ballotpedia.org/Mark_Sanders_(Oklahoma),Democratic,U.S. House Oklahoma District 1,Candidacy Declared,"Oct 16, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
996,Josh Brecheen,https://ballotpedia.org/Josh_Brecheen,Republican,U.S. House Oklahoma District 2,Candidacy Declared,"Jul 24, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
997,Brandon Wade,https://ballotpedia.org/Brandon_Wade,Democratic,U.S. House Oklahoma District 2,Candidacy Declared,"Jul 28, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
998,Frank Lucas,https://ballotpedia.org/Frank_Lucas,Republican,U.S. House Oklahoma District 3,Candidacy Declared,"Jul 24, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
999,Connor Miller,https://ballotpedia.org/Connor_Miller,Republican,U.S. House Oklahoma District 3,Candidacy Declared,"Sep 25, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
1000,Tom Cole,https://ballotpedia.org/Tom_Cole_(Oklahoma),Republican,U.S. House Oklahoma District 4,Candidacy Declared,"Jul 24, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
1001,Stephanie Bice,https://ballotpedia.org/Stephanie_Bice,Republican,U.S. House Oklahoma District 5,Candidacy Declared,"Jul 24, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
1002,Madison Horn,https://ballotpedia.org/Madison_Horn,Democratic,U.S. House Oklahoma District 5,Candidacy Declared,"Sep 22, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
1003,Brian Fitzpatrick,https://ballotpedia.org/Brian_Fitzpatrick,Republican,U.S. House Pennsylvania District 1,Candidacy Declared,"Jun 2, 2023",No,No,No,Likely Republican,Likely Republican,Likely Republican
1004,Ashley Ehasz,https://ballotpedia.org/Ashley_Ehasz,Democratic,U.S. House Pennsylvania District 1,Candidacy Declared,"Jun 2, 2023",No,No,No,Likely Republican,Likely Republican,Likely Republican
1005,Mark Houck,https://ballotpedia.org/Mark_Houck,Republican,U.S. House Pennsylvania District 1,Candidacy Declared,"Aug 29, 2023",No,No,No,Likely Republican,Likely Republican,Likely Republican
1006,Salem Snow,https://ballotpedia.org/Salem_Snow,Democratic,U.S. House Pennsylvania District 2,Candidacy Declared,"Jul 28, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
1007,Brendan Boyle,https://ballotpedia.org/Brendan_Boyle,Democratic,U.S. House Pennsylvania District 2,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
1008,Dwight Evans,https://ballotpedia.org/Dwight_Evans,Democratic,U.S. House Pennsylvania District 3,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
1009,Erik Bonnett,https://ballotpedia.org/Erik_Bonnett,Democratic,U.S. House Pennsylvania District 4,Candidacy Declared,"Jun 12, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
1010,David Winkler,https://ballotpedia.org/David_Winkler,Republican,U.S. House Pennsylvania District 4,Candidacy Declared,"Jun 2, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
1011,Madeleine Dean,https://ballotpedia.org/Madeleine_Dean,Democratic,U.S. House Pennsylvania District 4,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
1012,Mary Gay Scanlon,https://ballotpedia.org/Mary_Gay_Scanlon,Democratic,U.S. House Pennsylvania District 5,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
1013,Chrissy Houlahan,https://ballotpedia.org/Chrissy_Houlahan,Democratic,U.S. House Pennsylvania District 6,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
1014,Allen Issa,https://ballotpedia.org/Allen_Issa,Republican,U.S. House Pennsylvania District 7,Candidacy Declared,"Sep 22, 2023",No,No,No,Toss-up,Tilt Democratic,Toss-up
1015,Maria Montero,https://ballotpedia.org/Maria_Montero,Republican,U.S. House Pennsylvania District 7,Candidacy Declared,"Jul 11, 2023",No,No,No,Toss-up,Tilt Democratic,Toss-up
1016,Kevin Dellicker,https://ballotpedia.org/Kevin_Dellicker,Republican,U.S. House Pennsylvania District 7,Candidacy Declared,"Jul 14, 2023",No,No,No,Toss-up,Tilt Democratic,Toss-up
1017,Ryan Mackenzie,https://ballotpedia.org/Ryan_Mackenzie,Republican,U.S. House Pennsylvania District 7,Candidacy Declared,"Aug 2, 2023",No,No,No,Toss-up,Tilt Democratic,Toss-up
1018,Matt Cartwright,https://ballotpedia.org/Matt_Cartwright,Democratic,U.S. House Pennsylvania District 8,Candidacy Declared,"Jul 14, 2023",No,No,No,Toss-up,Tilt Democratic,Toss-up
1019,Rob Bresnahan,https://ballotpedia.org/Rob_Bresnahan,Republican,U.S. House Pennsylvania District 8,Candidacy Declared,"Oct 10, 2023",No,No,No,Toss-up,Tilt Democratic,Toss-up
1020,Dan Meuser,https://ballotpedia.org/Dan_Meuser,Republican,U.S. House Pennsylvania District 9,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
1021,Scott Perry,https://ballotpedia.org/Scott_Perry,Republican,U.S. House Pennsylvania District 10,Candidacy Declared,"Jul 14, 2023",No,No,No,Likely Republican,Likely Republican,Likely Republican
1022,Rick Coplen,https://ballotpedia.org/Rick_Coplen,Democratic,U.S. House Pennsylvania District 10,Candidacy Declared,"Feb 28, 2023",No,No,No,Likely Republican,Likely Republican,Likely Republican
1023,Shamaine Daniels,https://ballotpedia.org/Shamaine_Daniels,Democratic,U.S. House Pennsylvania District 10,Candidacy Declared,"May 2, 2023",No,No,No,Likely Republican,Likely Republican,Likely Republican
1024,Bob Forbes,https://ballotpedia.org/Bob_Forbes,Democratic,U.S. House Pennsylvania District 10,Candidacy Declared,"Oct 11, 2023",No,No,No,Likely Republican,Likely Republican,Likely Republican
1025,Janelle Stelson,https://ballotpedia.org/Janelle_Stelson,Democratic,U.S. House Pennsylvania District 10,Candidacy Declared,"Oct 11, 2023",No,No,No,Likely Republican,Likely Republican,Likely Republican
1026,Mike O'Brien,https://ballotpedia.org/Mike_O'Brien_(Pennsylvania),Democratic,U.S. House Pennsylvania District 10,Candidacy Declared,"Sep 11, 2023",No,No,No,Likely Republican,Likely Republican,Likely Republican
1027,David Baker,https://ballotpedia.org/David_Baker_(Pennsylvania),Democratic,U.S. House Pennsylvania District 11,Candidacy Declared,"Sep 6, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
1028,Lloyd Smucker,https://ballotpedia.org/Lloyd_Smucker,Republican,U.S. House Pennsylvania District 11,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
1029,Jeffrey Wilder,https://ballotpedia.org/Jeffrey_Wilder,Republican,U.S. House Pennsylvania District 11,Candidacy Declared,"Aug 25, 2021",No,No,No,Solid Republican,Solid Republican,Safe Republican
1030,James Hayes,https://ballotpedia.org/James_Hayes_(Pennsylvania),Republican,U.S. House Pennsylvania District 12,Candidacy Declared,"Apr 26, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
1031,Summer Lee,https://ballotpedia.org/Summer_Lee,Democratic,U.S. House Pennsylvania District 12,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
1032,Bhavini Patel,https://ballotpedia.org/Bhavini_Patel,Democratic,U.S. House Pennsylvania District 12,Candidacy Declared,"Oct 11, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
1033,Padraic Lee,https://ballotpedia.org/Padraic_Lee,Democratic,U.S. House Pennsylvania District 13,Candidacy Declared,"Oct 23, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
1034,John Joyce,https://ballotpedia.org/John_Joyce_(Pennsylvania),Republican,U.S. House Pennsylvania District 13,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
1035,Kimberly Felan,https://ballotpedia.org/Kimberly_Felan,Democratic,U.S. House Pennsylvania District 14,Candidacy Declared,"Mar 30, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
1036,Kenneth Bach,https://ballotpedia.org/Kenneth_Bach,Democratic,U.S. House Pennsylvania District 14,Candidacy Declared,"Jul 3, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
1037,Guy Reschenthaler,https://ballotpedia.org/Guy_Reschenthaler,Republican,U.S. House Pennsylvania District 14,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
1038,Phillip Vecchio,https://ballotpedia.org/Phillip_Vecchio,Democratic,U.S. House Pennsylvania District 14,Candidacy Declared,"Sep 7, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
1039,Glenn Thompson,https://ballotpedia.org/Glenn_Thompson_(Pennsylvania),Republican,U.S. House Pennsylvania District 15,Candidacy Declared,"Jul 14, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
1040,Timothy Kramer,https://ballotpedia.org/Timothy_Kramer,Republican,U.S. House Pennsylvania District 16,Candidacy Declared,"Aug 8, 2023",No,No,No,N/A,N/A,N/A
1041,Preston Nouri,https://ballotpedia.org/Preston_Nouri,Democratic,U.S. House Pennsylvania District 16,Candidacy Declared,"Apr 11, 2023",No,No,No,N/A,N/A,N/A
1042,Mike Kelly,https://ballotpedia.org/Mike_Kelly_(Pennsylvania),Republican,U.S. House Pennsylvania District 16,Candidacy Declared,"Jun 30, 2023",No,No,No,N/A,N/A,N/A
1043,James Nelson,https://ballotpedia.org/James_Nelson_(Pennsylvania),Republican,U.S. House Pennsylvania District 17,Candidacy Declared,"Apr 20, 2023",No,No,No,N/A,N/A,N/A
1044,Christopher Deluzio,https://ballotpedia.org/Christopher_Deluzio,Democratic,U.S. House Pennsylvania District 17,Candidacy Declared,"Jul 14, 2023",No,No,No,N/A,N/A,N/A
1045,Rob Mercuri,https://ballotpedia.org/Rob_Mercuri,Republican,U.S. House Pennsylvania District 17,Candidacy Declared,"Aug 23, 2023",No,No,No,N/A,N/A,N/A
1046,U.S. House Rhode Island District 1,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A
1047,U.S. House Rhode Island District 2,,,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A
1048,Nancy Mace,https://ballotpedia.org/Nancy_Mace,Republican,U.S. House South Carolina District 1,Candidacy Declared,"Jun 13, 2023",No,No,No,N/A,N/A,N/A
1049,Austin Anderson,https://ballotpedia.org/Austin_Anderson_(South_Carolina),Republican,U.S. House South Carolina District 1,Candidacy Declared,"Jan 27, 2023",No,No,No,N/A,N/A,N/A
1050,Michael B. Moore,https://ballotpedia.org/Michael_B._Moore_(South_Carolina),Democratic,U.S. House South Carolina District 1,Candidacy Declared,"Feb 15, 2023",No,No,No,N/A,N/A,N/A
1051,Mac Deford,https://ballotpedia.org/Mac_Deford,Democratic,U.S. House South Carolina District 1,Candidacy Declared,"Apr 11, 2023",No,No,No,N/A,N/A,N/A
1052,Joe Wilson,https://ballotpedia.org/Joe_Wilson_(South_Carolina),Republican,U.S. House South Carolina District 2,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1053,Jeff Duncan,https://ballotpedia.org/Jeff_Duncan_(South_Carolina),Republican,U.S. House South Carolina District 3,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1054,Daniel Duncan,https://ballotpedia.org/Daniel_Duncan_(South_Carolina),Democratic,U.S. House South Carolina District 3,Candidacy Declared,"Apr 19, 2023",No,No,No,N/A,N/A,N/A
1055,Elspeth Murday,https://ballotpedia.org/Elspeth_Murday,Independent,U.S. House South Carolina District 3,Candidacy Declared,"Jan 27, 2023",No,No,No,N/A,N/A,N/A
1056,William Timmons,https://ballotpedia.org/William_Timmons,Republican,U.S. House South Carolina District 4,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1057,Ralph Norman,https://ballotpedia.org/Ralph_Norman,Republican,U.S. House South Carolina District 5,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1058,Elizabeth Tedder,https://ballotpedia.org/Elizabeth_Tedder,Independent,U.S. House South Carolina District 5,Candidacy Declared,"Sep 5, 2023",No,No,No,N/A,N/A,N/A
1059,James Clyburn,https://ballotpedia.org/James_Clyburn,Democratic,U.S. House South Carolina District 6,Candidacy Declared,"Sep 17, 2023",No,No,No,N/A,N/A,N/A
1060,Duke Buckner,https://ballotpedia.org/Duke_Buckner,Republican,U.S. House South Carolina District 6,Candidacy Declared,"Sep 11, 2023",No,No,No,N/A,N/A,N/A
1061,Justin Ginn,https://ballotpedia.org/Justin_Ginn,Independent,U.S. House South Carolina District 6,Candidacy Declared,"Feb 22, 2023",No,No,No,N/A,N/A,N/A
1062,Dennis Whiteley,https://ballotpedia.org/Dennis_Whiteley,Republican,U.S. House South Carolina District 6,Candidacy Declared,"Oct 6, 2023",No,No,No,N/A,N/A,N/A
1063,Russell Fry,https://ballotpedia.org/Russell_Fry,Republican,U.S. House South Carolina District 7,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1064,Dusty Johnson,https://ballotpedia.org/Dusty_Johnson,Republican,U.S. House South Dakota At-large District,Candidacy Declared,"Jul 18, 2023",No,No,No,N/A,N/A,N/A
1065,Bert Olson,https://ballotpedia.org/Bert_Olson,Democratic,U.S. House South Dakota At-large District,Candidacy Declared,"May 18, 2023",No,No,No,N/A,N/A,N/A
1066,Zach Kovach,https://ballotpedia.org/Zach_Kovach,Democratic,U.S. House South Dakota At-large District,Candidacy Declared,"Sep 22, 2023",No,No,No,N/A,N/A,N/A
1067,Diana Harshbarger,https://ballotpedia.org/Diana_Harshbarger,Republican,U.S. House Tennessee District 1,Candidacy Declared,"Jul 20, 2023",No,No,No,N/A,N/A,N/A
1068,Wisdom Zerit Teklay,https://ballotpedia.org/Wisdom_Zerit_Teklay,Wisdom People Party,U.S. House Tennessee District 1,Candidacy Declared,"Aug 31, 2023",No,No,No,N/A,N/A,N/A
1069,Tim Burchett,https://ballotpedia.org/Tim_Burchett,Republican,U.S. House Tennessee District 2,Candidacy Declared,"Jul 20, 2023",No,No,No,N/A,N/A,N/A
1070,Charles J. Fleischmann,https://ballotpedia.org/Charles_Fleischmann,Republican,U.S. House Tennessee District 3,Candidacy Declared,"Aug 3, 2023",No,No,No,N/A,N/A,N/A
1071,Scott DesJarlais,https://ballotpedia.org/Scott_DesJarlais,Republican,U.S. House Tennessee District 4,Candidacy Declared,"Aug 3, 2023",No,No,No,N/A,N/A,N/A
1072,Kathleen Cosgrove,https://ballotpedia.org/Kathleen_Cosgrove,Independent,U.S. House Tennessee District 4,Candidacy Declared,"May 17, 2023",No,No,No,N/A,N/A,N/A
1073,Andy Ogles,https://ballotpedia.org/Andy_Ogles,Republican,U.S. House Tennessee District 5,Candidacy Declared,"May 16, 2023",No,No,No,N/A,N/A,N/A
1074,Geoffrey Stokes Nielson,https://ballotpedia.org/Geoffrey_Stokes_Nielson,Republican,U.S. House Tennessee District 5,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1075,John Kennedy,https://ballotpedia.org/John_Kennedy_(Tennessee),Democratic,U.S. House Tennessee District 6,Candidacy Declared,"Jun 14, 2023",No,No,No,N/A,N/A,N/A
1076,Cyril Focht,https://ballotpedia.org/Cyril_Focht,Democratic,U.S. House Tennessee District 6,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1077,Mark Green,https://ballotpedia.org/Mark_Green_(Tennessee),Republican,U.S. House Tennessee District 7,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1078,David Kustoff,https://ballotpedia.org/David_Kustoff,Republican,U.S. House Tennessee District 8,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1079,Charlotte Bergmann,https://ballotpedia.org/Charlotte_Bergmann,Republican,U.S. House Tennessee District 9,Candidacy Declared,"Sep 5, 2023",No,No,No,N/A,N/A,N/A
1080,Steve Cohen,https://ballotpedia.org/Steve_Cohen,Democratic,U.S. House Tennessee District 9,Candidacy Declared,"Jun 8, 2023",No,No,No,N/A,N/A,N/A
1081,Antwane Bohanon,https://ballotpedia.org/Antwane_Bohanon,Republican,U.S. House Tennessee District 9,Candidacy Declared,"Aug 23, 2023",No,No,No,N/A,N/A,N/A
1082,Nathaniel Moran,https://ballotpedia.org/Nathaniel_Moran,Republican,U.S. House Texas District 1,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1083,David Eric Thomas,https://ballotpedia.org/David_Eric_Thomas,Republican,U.S. House Texas District 1,Candidacy Declared,"Jul 6, 2023",No,No,No,N/A,N/A,N/A
1084,Daniel Crenshaw,https://ballotpedia.org/Daniel_Crenshaw,Republican,U.S. House Texas District 2,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1085,Peter Filler,https://ballotpedia.org/Peter_Filler,Democratic,U.S. House Texas District 2,Candidacy Declared,"Jul 24, 2023",No,No,No,N/A,N/A,N/A
1086,Jameson Ellis,https://ballotpedia.org/Jameson_Ellis,Republican,U.S. House Texas District 2,Candidacy Declared,"Jul 6, 2023",No,No,No,N/A,N/A,N/A
1087,Neil Efros,https://ballotpedia.org/Neil_Efros,Democratic,U.S. House Texas District 3,Candidacy Declared,"Oct 11, 2023",No,No,No,N/A,N/A,N/A
1088,Suzanne Cassimatis Harp,https://ballotpedia.org/Suzanne_Cassimatis_Harp,Republican,U.S. House Texas District 3,Candidacy Declared,"Apr 13, 2023",No,No,No,N/A,N/A,N/A
1089,John Porro,https://ballotpedia.org/John_Porro,Republican,U.S. House Texas District 3,Candidacy Declared,"Jul 6, 2023",No,No,No,N/A,N/A,N/A
1090,Tre Pennie,https://ballotpedia.org/Tre_Pennie,Republican,U.S. House Texas District 3,Candidacy Declared,"Mar 2, 2023",No,No,No,N/A,N/A,N/A
1091,Keith Self,https://ballotpedia.org/Keith_Self,Republican,U.S. House Texas District 3,Candidacy Declared,"Jul 6, 2023",No,No,No,N/A,N/A,N/A
1092,Burt Thakur,https://ballotpedia.org/Burt_Thakur,Republican,U.S. House Texas District 3,Candidacy Declared,"Feb 22, 2023",No,No,No,N/A,N/A,N/A
1093,Pat Fallon,https://ballotpedia.org/Pat_Fallon,Republican,U.S. House Texas District 4,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1094,Lance Gooden,https://ballotpedia.org/Lance_Gooden,Republican,U.S. House Texas District 5,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1095,Ruth Torres,https://ballotpedia.org/Ruth_Torres,Democratic,U.S. House Texas District 5,Candidacy Declared,"Sep 6, 2023",No,No,No,N/A,N/A,N/A
1096,Clifford Wiley,https://ballotpedia.org/Clifford_Wiley,Republican,U.S. House Texas District 6,Candidacy Declared,"Sep 7, 2022",No,No,No,N/A,N/A,N/A
1097,Matthew Southard,https://ballotpedia.org/Matthew_Southard,Republican,U.S. House Texas District 6,Candidacy Declared,"Oct 11, 2023",No,No,No,N/A,N/A,N/A
1098,John Love III,https://ballotpedia.org/John_Love_III_(Texas),Democratic,U.S. House Texas District 6,Candidacy Declared,"May 26, 2023",No,No,No,N/A,N/A,N/A
1099,Jake Ellzey,https://ballotpedia.org/Jake_Ellzey,Republican,U.S. House Texas District 6,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1100,James Buford,https://ballotpedia.org/James_Buford,Republican,U.S. House Texas District 6,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1101,Tina Blum Cohen,https://ballotpedia.org/Tina_Blum_Cohen,Republican,U.S. House Texas District 7,Candidacy Declared,"Sep 19, 2023",No,No,No,N/A,N/A,N/A
1102,Lizzie Pannill Fletcher,https://ballotpedia.org/Lizzie_Pannill_Fletcher,Democratic,U.S. House Texas District 7,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1103,Pervez Agwan,https://ballotpedia.org/Pervez_Agwan,Democratic,U.S. House Texas District 7,Candidacy Declared,"Feb 13, 2023",No,No,No,N/A,N/A,N/A
1104,Lakeisha Simon,https://ballotpedia.org/Lakeisha_Simon,Democratic,U.S. House Texas District 7,Candidacy Declared,"Mar 2, 2023",No,No,No,N/A,N/A,N/A
1105,Carolyn B. Bryant,https://ballotpedia.org/Carolyn_Bryant,Republican,U.S. House Texas District 7,Candidacy Declared,"May 23, 2023",No,No,No,N/A,N/A,N/A
1106,Kenneth Omoruyi,https://ballotpedia.org/Kenneth_Omoruyi,Republican,U.S. House Texas District 7,Candidacy Declared,"Jul 10, 2023",No,No,No,N/A,N/A,N/A
1107,Noor Mobeen,https://ballotpedia.org/Noor_Mobeen,Democratic,U.S. House Texas District 7,Candidacy Declared,"Mar 15, 2023",No,No,No,N/A,N/A,N/A
1108,Laura Jones,https://ballotpedia.org/Laura_Jones_(Texas),Democratic,U.S. House Texas District 8,Candidacy Declared,"Jul 6, 2023",No,No,No,N/A,N/A,N/A
1109,Morgan Luttrell,https://ballotpedia.org/Morgan_Luttrell,Republican,U.S. House Texas District 8,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1110,Ifetayo Simmons,https://ballotpedia.org/Ifetayo_Simmons,Democratic,U.S. House Texas District 9,Candidacy Declared,"Apr 1, 2023",No,No,No,N/A,N/A,N/A
1111,Al Green,https://ballotpedia.org/Al_Green_(Texas),Democratic,U.S. House Texas District 9,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1112,Andrew Alvarez,https://ballotpedia.org/Andrew_Alvarez_(Texas),Republican,U.S. House Texas District 9,Candidacy Declared,"Jul 6, 2023",No,No,No,N/A,N/A,N/A
1113,Michael McCaul,https://ballotpedia.org/Michael_McCaul,Republican,U.S. House Texas District 10,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1114,August Pfluger,https://ballotpedia.org/August_Pfluger,Republican,U.S. House Texas District 11,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1115,Kay Granger,https://ballotpedia.org/Kay_Granger,Republican,U.S. House Texas District 12,Candidacy Declared,"Jul 6, 2023",No,No,No,N/A,N/A,N/A
1116,Ryan Catala,https://ballotpedia.org/Ryan_Catala,Republican,U.S. House Texas District 12,Candidacy Declared,"Jan 22, 2023",No,No,No,N/A,N/A,N/A
1117,John O'Shea,https://ballotpedia.org/John_O'Shea_(Texas),Republican,U.S. House Texas District 12,Candidacy Declared,"Apr 17, 2023",No,No,No,N/A,N/A,N/A
1118,Ronny L. Jackson,https://ballotpedia.org/Ronny_Jackson,Republican,U.S. House Texas District 13,Candidacy Declared,"Jul 19, 2023",No,No,No,N/A,N/A,N/A
1119,Cyrus Sajna,https://ballotpedia.org/Cyrus_Sajna,Republican,U.S. House Texas District 14,Candidacy Declared,"Oct 10, 2023",No,No,No,N/A,N/A,N/A
1120,Randy Weber,https://ballotpedia.org/Randy_Weber,Republican,U.S. House Texas District 14,Candidacy Declared,"Jul 20, 2023",No,No,No,N/A,N/A,N/A
1121,Michelle Vallejo,https://ballotpedia.org/Michelle_Vallejo,Democratic,U.S. House Texas District 15,Candidacy Declared,"May 25, 2023",No,No,No,N/A,N/A,N/A
1122,Monica De La Cruz,https://ballotpedia.org/Monica_De_La_Cruz,Republican,U.S. House Texas District 15,Candidacy Declared,"Jul 21, 2023",No,No,No,N/A,N/A,N/A
1123,Deliris Montanez,https://ballotpedia.org/Deliris_Montanez,Republican,U.S. House Texas District 16,Candidacy Declared,"Jun 22, 2023",No,No,No,N/A,N/A,N/A
1124,Irene Armendariz-Jackson,https://ballotpedia.org/Irene_Armendariz-Jackson,Republican,U.S. House Texas District 16,Candidacy Declared,"Jul 28, 2023",No,No,No,N/A,N/A,N/A
1125,Veronica Escobar,https://ballotpedia.org/Veronica_Escobar,Democratic,U.S. House Texas District 16,Candidacy Declared,"Jul 21, 2023",No,No,No,N/A,N/A,N/A
1126,Pete Sessions,https://ballotpedia.org/Pete_Sessions,Republican,U.S. House Texas District 17,Candidacy Declared,"Jul 21, 2023",No,No,No,N/A,N/A,N/A
1127,Amanda Edwards,https://ballotpedia.org/Amanda_Edwards,Democratic,U.S. House Texas District 18,Candidacy Declared,"Jun 30, 2023",No,No,No,N/A,N/A,N/A
1128,Sheila Jackson Lee,https://ballotpedia.org/Sheila_Jackson_Lee,Democratic,U.S. House Texas District 18,Candidacy Declared,"Jul 21, 2023",No,No,No,N/A,N/A,N/A
1129,Ed Atkinson,https://ballotpedia.org/Ed_Atkinson,Veteran's Party,U.S. House Texas District 18,Candidacy Declared,"Mar 28, 2023",No,No,No,N/A,N/A,N/A
1130,Jasmine Blue,https://ballotpedia.org/Jasmine_Blue,Democratic,U.S. House Texas District 18,Candidacy Declared,"May 8, 2023",No,No,No,N/A,N/A,N/A
1131,Isaiah Martin,https://ballotpedia.org/Isaiah_Martin,Democratic,U.S. House Texas District 18,Candidacy Declared,"Sep 11, 2023",No,No,No,N/A,N/A,N/A
1132,Vance Boyd,https://ballotpedia.org/Vance_Boyd,Republican,U.S. House Texas District 19,Candidacy Declared,"Jun 2, 2023",No,No,No,N/A,N/A,N/A
1133,Jodey Arrington,https://ballotpedia.org/Jodey_Arrington,Republican,U.S. House Texas District 19,Candidacy Declared,"Jul 21, 2023",No,No,No,N/A,N/A,N/A
1134,Joaquin Castro,https://ballotpedia.org/Joaquin_Castro,Democratic,U.S. House Texas District 20,Candidacy Declared,"Jul 21, 2023",No,No,No,N/A,N/A,N/A
1135,William Hayward,https://ballotpedia.org/William_Hayward,Independent,U.S. House Texas District 20,Candidacy Declared,"Jul 6, 2023",No,No,No,N/A,N/A,N/A
1136,Chip Roy,https://ballotpedia.org/Chip_Roy,Republican,U.S. House Texas District 21,Candidacy Declared,"Jul 21, 2023",No,No,No,N/A,N/A,N/A
1137,Troy Nehls,https://ballotpedia.org/Troy_Nehls,Republican,U.S. House Texas District 22,Candidacy Declared,"Jul 21, 2023",No,No,No,N/A,N/A,N/A
1138,Rocco Ciappa,https://ballotpedia.org/Rocco_Ciappa,Democratic,U.S. House Texas District 23,Candidacy Declared,"Sep 7, 2023",No,No,No,N/A,N/A,N/A
1139,Santos Limon,https://ballotpedia.org/Santos_Limon,Democratic,U.S. House Texas District 23,Candidacy Declared,"Aug 3, 2023",No,No,No,N/A,N/A,N/A
